id,snr_target_db,duration_sec,noisy_pesq,noisy_stoi,noisy_si_snr,enh_pesq,enh_stoi,enh_si_snr,delta_pesq,delta_stoi,delta_si_snr
fileid_964,2.0,6.616,1.1714,0.912,1.2818,1.1714,0.912,1.2818,0.0,0.0,0.0
fileid_965,7.58,8.614,1.4125,0.9486,6.6047,1.4125,0.9486,6.6047,0.0,0.0,0.0
fileid_966,-2.63,7.102,1.0453,0.6608,-3.6399,1.0453,0.6608,-3.6399,0.0,0.0,0.0
fileid_967,19.14,3.288,2.7794,0.9807,18.0335,2.7794,0.9807,18.0335,0.0,0.0,0.0
fileid_968,10.79,11.413,1.7627,0.9847,9.5116,1.7627,0.9847,9.5116,0.0,0.0,0.0
fileid_969,15.25,6.702,2.0957,0.9712,12.3024,2.0957,0.9712,12.3024,0.0,0.0,0.0
fileid_970,16.16,3.46,1.2308,0.8778,4.7227,1.2308,0.8778,4.7227,0.0,0.0,0.0
fileid_971,1.82,6.8,1.0452,0.7167,-0.4348,1.0452,0.7167,-0.4348,0.0,0.0,0.0
fileid_972,8.12,6.12,1.29,0.8794,4.8688,1.29,0.8794,4.8688,0.0,0.0,0.0
fileid_973,2.73,7.16,1.8812,0.9791,2.3255,1.8812,0.9791,2.3255,0.0,0.0,0.0
fileid_974,7.77,6.039,1.4878,0.9674,7.334,1.4878,0.9674,7.334,0.0,0.0,0.0
fileid_975,18.6,7.88,1.4458,0.8875,7.7193,1.4458,0.8875,7.7193,0.0,0.0,0.0
fileid_976,14.91,8.399,2.2084,0.9887,13.3682,2.2084,0.9887,13.3682,0.0,0.0,0.0
fileid_977,7.02,6.639,1.1739,0.8729,4.2884,1.1739,0.8729,4.2884,0.0,0.0,0.0
fileid_978,14.04,7.36,1.511,0.9577,12.4969,1.511,0.9577,12.4969,0.0,0.0,0.0
fileid_979,-3.72,7.44,1.0438,0.8162,-4.3363,1.0438,0.8162,-4.3363,0.0,0.0,0.0
fileid_980,-1.51,8.0,1.0425,0.6773,-2.8537,1.0425,0.6773,-2.8537,0.0,0.0,0.0
fileid_981,-4.38,7.521,1.0824,0.883,-5.5526,1.0824,0.883,-5.5526,0.0,0.0,0.0
fileid_982,5.96,7.48,1.3106,0.926,5.2982,1.3106,0.926,5.2982,0.0,0.0,0.0
fileid_983,18.01,8.0,1.9271,0.9835,14.0723,1.9271,0.9835,14.0723,0.0,0.0,0.0
fileid_984,5.68,6.361,1.2058,0.9629,4.9764,1.2058,0.9629,4.9764,0.0,0.0,0.0
fileid_985,2.35,6.839,1.0808,0.7599,1.4475,1.0808,0.7599,1.4475,0.0,0.0,0.0
fileid_986,14.5,7.159,1.6286,0.9192,9.3497,1.6286,0.9192,9.3497,0.0,0.0,0.0
fileid_987,-4.84,7.44,1.0696,0.7973,-5.7655,1.0696,0.7973,-5.7655,0.0,0.0,0.0
fileid_988,10.19,8.839,1.5642,0.9317,9.2001,1.5642,0.9317,9.2001,0.0,0.0,0.0
fileid_989,2.43,6.732,1.2191,0.7736,0.9403,1.2191,0.7736,0.9403,0.0,0.0,0.0
fileid_990,10.4,4.284,1.6686,0.9052,8.4186,1.6686,0.9052,8.4186,0.0,0.0,0.0
fileid_991,14.82,4.824,2.0263,0.9919,13.5856,2.0263,0.9919,13.5856,0.0,0.0,0.0
fileid_992,11.44,7.272,2.2891,0.9754,8.8397,2.2891,0.9754,8.8397,0.0,0.0,0.0
fileid_993,7.74,4.86,1.3763,0.882,4.6357,1.3763,0.882,4.6357,0.0,0.0,0.0
fileid_994,16.97,9.0,2.7747,0.9772,13.9187,2.7747,0.9772,13.9187,0.0,0.0,0.0
fileid_995,19.47,6.012,2.0018,0.9367,5.6824,2.0018,0.9367,5.6824,0.0,0.0,0.0
fileid_996,0.79,4.104,1.057,0.6197,-2.1165,1.057,0.6197,-2.1165,0.0,0.0,0.0
fileid_997,-4.66,8.172,1.0484,0.6851,-7.2509,1.0484,0.6851,-7.2509,0.0,0.0,0.0
fileid_998,10.68,6.372,1.1481,0.7826,2.3416,1.1481,0.7826,2.3416,0.0,0.0,0.0
fileid_999,3.22,4.968,1.5565,0.9913,1.0067,1.5565,0.9913,1.0067,0.0,0.0,0.0
fileid_1000,17.56,6.876,1.2658,0.8532,4.8329,1.2658,0.8532,4.8329,0.0,0.0,0.0
